Date,Close/Last,Volume,Open,High,Low,Day
09/19/2024,$228.87,66781320,$224.99,$229.82,$224.63,1257
09/18/2024,$220.69,59894930,$217.55,$222.71,$217.54,1256
09/17/2024,$216.79,45519340,$215.75,$216.90,$214.50,1255
09/16/2024,$216.32,59357430,$216.54,$217.22,$213.92,1254
09/13/2024,$222.50,36766620,$223.58,$224.04,$221.91,1253
09/12/2024,$222.77,37498230,$222.50,$223.55,$219.82,1252
09/11/2024,$222.66,44587070,$221.46,$223.09,$217.89,1251
09/10/2024,$220.11,51591030,$218.92,$221.48,$216.73,1250
09/09/2024,$220.91,67179970,$220.82,$221.27,$216.71,1249
09/06/2024,$220.82,48423010,$223.95,$225.24,$219.77,1248
09/05/2024,$222.38,36615400,$221.63,$225.48,$221.52,1247
09/04/2024,$220.85,43840200,$221.66,$221.78,$217.48,1246
09/03/2024,$222.77,50190570,$228.55,$229.00,$221.17,1245
08/30/2024,$229.00,52990770,$230.19,$230.40,$227.48,1244
08/29/2024,$229.79,51906300,$230.10,$232.92,$228.88,1243
08/28/2024,$226.49,38052170,$227.92,$229.86,$225.68,1242
08/27/2024,$228.03,35934560,$226.00,$228.85,$224.89,1241
08/26/2024,$227.18,30602210,$226.76,$227.28,$223.89,1240
08/23/2024,$226.84,38677250,$225.66,$228.22,$224.33,1239
08/22/2024,$224.53,43695320,$227.79,$228.34,$223.90,1238
08/21/2024,$226.40,34765480,$226.52,$227.98,$225.05,1237
08/20/2024,$226.51,30299030,$225.77,$227.17,$225.45,1236
08/19/2024,$225.89,40687810,$225.72,$225.99,$223.04,1235
08/16/2024,$226.05,44340240,$223.92,$226.83,$223.65,1234
08/15/2024,$224.72,46414010,$224.60,$225.35,$222.76,1233
08/14/2024,$221.72,41960570,$220.57,$223.03,$219.70,1232
08/13/2024,$221.27,44155330,$219.01,$221.89,$219.01,1231
08/12/2024,$217.53,38028090,$216.07,$219.51,$215.60,1230
08/09/2024,$216.24,42201650,$212.10,$216.78,$211.97,1229
08/08/2024,$213.31,47161150,$213.11,$214.20,$208.83,1228
08/07/2024,$209.82,63516420,$206.90,$213.64,$206.39,1227
08/06/2024,$207.23,69660490,$205.30,$209.99,$201.07,1226
08/05/2024,$209.27,119548600,$199.09,$213.50,$196.00,1225
08/02/2024,$219.86,105568600,$219.15,$225.60,$217.71,1224
08/01/2024,$218.36,62501000,$224.37,$224.48,$217.02,1223
07/31/2024,$222.08,50036260,$221.44,$223.82,$220.63,1222
07/30/2024,$218.80,41643840,$219.19,$220.33,$216.12,1221
07/29/2024,$218.24,36311780,$216.96,$219.30,$215.75,1220
07/26/2024,$217.96,41601350,$218.70,$219.49,$216.01,1219
07/25/2024,$217.49,51391200,$218.93,$220.85,$214.62,1218
07/24/2024,$218.54,61777580,$224.00,$224.80,$217.13,1217
07/23/2024,$225.01,39960260,$224.37,$226.94,$222.68,1216
07/22/2024,$223.96,48201840,$227.01,$227.78,$223.09,1215
07/19/2024,$224.31,49151450,$224.82,$226.80,$223.28,1214
07/18/2024,$224.18,66034590,$230.28,$230.44,$222.27,1213
07/17/2024,$228.88,57345880,$229.45,$231.46,$226.64,1212
07/16/2024,$234.82,43234280,$235.00,$236.27,$232.33,1211
07/15/2024,$234.40,62631250,$236.48,$237.23,$233.09,1210
07/12/2024,$230.54,53046530,$228.92,$232.64,$228.68,1209
07/11/2024,$227.57,64710620,$231.39,$232.39,$225.77,1208
07/10/2024,$232.98,62627690,$229.30,$233.08,$229.25,1207
07/09/2024,$228.68,48169820,$227.93,$229.40,$226.37,1206
07/08/2024,$227.82,59085860,$227.09,$227.85,$223.25,1205
07/05/2024,$226.34,60412410,$221.65,$226.45,$221.65,1204
07/03/2024,$221.55,37369800,$220.00,$221.55,$219.03,1203
07/02/2024,$220.27,58046180,$216.15,$220.38,$215.10,1202
07/01/2024,$216.75,60402930,$212.09,$217.51,$211.92,1201
06/28/2024,$210.62,82542720,$215.77,$216.07,$210.30,1200
06/27/2024,$214.10,49772710,$214.69,$215.74,$212.35,1199
06/26/2024,$213.25,66213190,$211.50,$214.86,$210.64,1198
06/25/2024,$209.07,56713870,$209.15,$211.38,$208.61,1197
06/24/2024,$208.14,80727010,$207.72,$212.70,$206.59,1196
06/21/2024,$207.49,246421400,$210.39,$211.89,$207.11,1195
06/20/2024,$209.68,86172450,$213.93,$214.24,$208.85,1194
06/18/2024,$214.29,79943250,$217.59,$218.63,$213.00,1193
06/17/2024,$216.67,93728300,$213.37,$218.95,$212.72,1192
06/14/2024,$212.49,70122750,$213.85,$215.17,$211.30,1191
06/13/2024,$214.24,97862730,$214.74,$216.75,$211.60,1190
06/12/2024,$213.07,198134300,$207.37,$220.20,$206.90,1189
06/11/2024,$207.15,172373300,$193.65,$207.16,$193.63,1188
06/10/2024,$193.12,97262080,$196.90,$197.30,$192.15,1187
06/07/2024,$196.89,53103910,$194.65,$196.94,$194.14,1186
06/06/2024,$194.48,41181750,$195.69,$196.50,$194.17,1185
06/05/2024,$195.87,54156790,$195.40,$196.90,$194.87,1184
06/04/2024,$194.35,47471450,$194.64,$195.32,$193.03,1183
06/03/2024,$194.03,50080540,$192.90,$194.99,$192.52,1182
05/31/2024,$192.25,75158280,$191.44,$192.57,$189.91,1181
05/30/2024,$191.29,49947940,$190.76,$192.18,$190.63,1180
05/29/2024,$190.29,53068020,$189.61,$192.25,$189.51,1179
05/28/2024,$189.99,52280050,$191.51,$193.00,$189.10,1178
05/24/2024,$189.98,36326980,$188.82,$190.58,$188.04,1177
05/23/2024,$186.88,51005920,$190.98,$191.00,$186.63,1176
05/22/2024,$190.90,34648550,$192.27,$192.82,$190.27,1175
05/21/2024,$192.35,42309400,$191.09,$192.73,$190.92,1174
05/20/2024,$191.04,44361280,$189.33,$191.92,$189.01,1173
05/17/2024,$189.87,41282930,$189.51,$190.81,$189.18,1172
05/16/2024,$189.84,52845230,$190.47,$191.10,$189.66,1171
05/15/2024,$189.72,70399990,$187.91,$190.65,$187.37,1170
05/14/2024,$187.43,52393620,$187.51,$188.30,$186.29,1169
05/13/2024,$186.28,72044810,$185.44,$187.10,$184.62,1168
05/10/2024,$183.05,50759500,$184.90,$185.09,$182.13,1167
05/09/2024,$184.57,48982970,$182.56,$184.66,$182.11,1166
05/08/2024,$182.74,45057090,$182.85,$183.07,$181.45,1165
05/07/2024,$182.40,77305770,$183.45,$184.90,$181.32,1164
05/06/2024,$181.71,78569670,$182.35,$184.20,$180.42,1163
05/03/2024,$183.38,163224100,$186.65,$187.00,$182.66,1162
05/02/2024,$173.03,94214920,$172.51,$173.42,$170.89,1161
05/01/2024,$169.30,50383150,$169.58,$172.71,$169.11,1160
04/30/2024,$170.33,65934780,$173.33,$174.99,$170.00,1159
04/29/2024,$173.50,68169420,$173.37,$176.03,$173.10,1158
04/26/2024,$169.30,44838350,$169.88,$171.34,$169.18,1157
04/25/2024,$169.89,50558330,$169.53,$170.61,$168.15,1156
04/24/2024,$169.02,48251840,$166.54,$169.30,$166.21,1155
04/23/2024,$166.90,49537760,$165.35,$167.05,$164.92,1154
04/22/2024,$165.84,48116440,$165.52,$167.26,$164.77,1153
04/19/2024,$165.00,68149380,$166.21,$166.40,$164.08,1152
04/18/2024,$167.04,43122900,$168.03,$168.64,$166.55,1151
04/17/2024,$168.00,50901210,$169.61,$170.65,$168.00,1150
04/16/2024,$169.38,73711240,$171.75,$173.76,$168.27,1149
04/15/2024,$172.69,73531770,$175.36,$176.63,$172.50,1148
04/12/2024,$176.55,101670900,$174.26,$178.36,$174.21,1147
04/11/2024,$175.04,91070280,$168.34,$175.46,$168.16,1146
04/10/2024,$167.78,49709340,$168.80,$169.09,$167.11,1145
04/09/2024,$169.67,42451210,$168.70,$170.08,$168.35,1144
04/08/2024,$168.45,37425510,$169.03,$169.20,$168.24,1143
04/05/2024,$169.58,42104830,$169.59,$170.39,$168.95,1142
04/04/2024,$168.82,53704390,$170.29,$171.92,$168.82,1141
04/03/2024,$169.65,47691720,$168.79,$170.68,$168.58,1140
04/02/2024,$168.84,49329480,$169.08,$169.34,$168.23,1139
04/01/2024,$170.03,46240500,$171.19,$171.25,$169.48,1138
03/28/2024,$171.48,65672690,$171.75,$172.23,$170.51,1137
03/27/2024,$173.31,60273270,$170.41,$173.60,$170.11,1136
03/26/2024,$169.71,57388450,$170.00,$171.42,$169.58,1135
03/25/2024,$170.85,54288330,$170.57,$171.94,$169.45,1134
03/22/2024,$172.28,71160140,$171.76,$173.05,$170.06,1133
03/21/2024,$171.37,106181300,$177.05,$177.49,$170.84,1132
03/20/2024,$178.67,53423100,$175.72,$178.67,$175.09,1131
03/19/2024,$176.08,55215240,$174.34,$176.61,$173.03,1130
03/18/2024,$173.72,75604180,$175.57,$177.71,$173.52,1129
03/15/2024,$172.62,121752700,$171.17,$172.62,$170.29,1128
03/14/2024,$173.00,72913510,$172.91,$174.31,$172.05,1127
03/13/2024,$171.13,52488690,$172.77,$173.19,$170.76,1126
03/12/2024,$173.23,59825370,$173.15,$174.03,$171.01,1125
03/11/2024,$172.75,60139470,$172.94,$174.38,$172.05,1124
03/08/2024,$170.73,76267040,$169.00,$173.70,$168.94,1123
03/07/2024,$169.00,71765060,$169.15,$170.73,$168.49,1122
03/06/2024,$169.12,68587710,$171.06,$171.24,$168.68,1121
03/05/2024,$170.12,95132360,$170.76,$172.04,$169.62,1120
03/04/2024,$175.10,81510100,$176.15,$176.90,$173.79,1119
03/01/2024,$179.66,73563080,$179.55,$180.53,$177.38,1118
02/29/2024,$180.75,136682600,$181.27,$182.57,$179.53,1117
02/28/2024,$181.42,48953940,$182.51,$183.12,$180.13,1116
02/27/2024,$182.63,54318850,$181.10,$183.92,$179.56,1115
02/26/2024,$181.16,40867420,$182.24,$182.76,$180.65,1114
02/23/2024,$182.52,45119680,$185.01,$185.04,$182.23,1113
02/22/2024,$184.37,52292210,$183.48,$184.96,$182.46,1112
02/21/2024,$182.32,41529670,$181.94,$182.89,$180.66,1111
02/20/2024,$181.56,53665550,$181.79,$182.43,$180.00,1110
02/16/2024,$182.31,49752470,$183.42,$184.85,$181.67,1109
02/15/2024,$183.86,65434500,$183.55,$184.49,$181.35,1108
02/14/2024,$184.15,54630520,$185.32,$185.53,$182.44,1107
02/13/2024,$185.04,56529530,$185.77,$186.21,$183.51,1106
02/12/2024,$187.15,41781930,$188.42,$188.67,$186.79,1105
02/09/2024,$188.85,45155220,$188.65,$189.99,$188.00,1104
02/08/2024,$188.32,40962050,$189.39,$189.54,$187.35,1103
02/07/2024,$189.41,53438960,$190.64,$191.05,$188.61,1102
02/06/2024,$189.30,43490760,$186.86,$189.31,$186.77,1101
02/05/2024,$187.68,69668820,$188.15,$189.25,$185.84,1100
02/02/2024,$185.85,102551700,$179.86,$187.33,$179.25,1099
02/01/2024,$186.86,64885410,$183.99,$186.95,$183.82,1098
01/31/2024,$184.40,55467800,$187.04,$187.10,$184.35,1097
01/30/2024,$188.04,55859370,$190.94,$191.80,$187.47,1096
01/29/2024,$191.73,47145620,$192.01,$192.20,$189.58,1095
01/26/2024,$192.42,44594010,$194.27,$194.76,$191.94,1094
01/25/2024,$194.17,54822130,$195.22,$196.27,$193.11,1093
01/24/2024,$194.50,53631320,$195.42,$196.38,$194.34,1092
01/23/2024,$195.18,42355590,$195.02,$195.75,$193.83,1091
01/22/2024,$193.89,60133850,$192.30,$195.33,$192.26,1090
01/19/2024,$191.56,68902990,$189.33,$191.95,$188.82,1089
01/18/2024,$188.63,78005750,$186.09,$189.14,$185.83,1088
01/17/2024,$182.68,47317430,$181.27,$182.93,$180.30,1087
01/16/2024,$183.63,65603040,$182.16,$184.26,$180.93,1086
01/12/2024,$185.92,40477780,$186.06,$186.74,$185.19,1085
01/11/2024,$185.59,49128410,$186.54,$187.05,$183.62,1084
01/10/2024,$186.19,46792910,$184.35,$186.40,$183.92,1083
01/09/2024,$185.14,42841810,$183.92,$185.15,$182.73,1082
01/08/2024,$185.56,59144470,$182.09,$185.60,$181.50,1081
01/05/2024,$181.18,62379660,$181.99,$182.76,$180.17,1080
01/04/2024,$181.91,71983570,$182.15,$183.09,$180.88,1079
01/03/2024,$184.25,58414460,$184.22,$185.88,$183.43,1078
01/02/2024,$185.64,82488670,$187.15,$188.44,$183.89,1077
12/29/2023,$192.53,42672150,$193.90,$194.40,$191.73,1076
12/28/2023,$193.58,34049900,$194.14,$194.66,$193.17,1075
12/27/2023,$193.15,48087680,$192.49,$193.50,$191.09,1074
12/26/2023,$193.05,28919310,$193.61,$193.89,$192.83,1073
12/22/2023,$193.60,37149570,$195.18,$195.41,$192.97,1072
12/21/2023,$194.68,46482550,$196.10,$197.08,$193.50,1071
12/20/2023,$194.83,52242820,$196.90,$197.68,$194.83,1070
12/19/2023,$196.94,40714050,$196.16,$196.95,$195.89,1069
12/18/2023,$195.89,55751860,$196.09,$196.63,$194.39,1068
12/15/2023,$197.57,128538400,$197.53,$198.40,$197.00,1067
12/14/2023,$198.11,66831570,$198.02,$199.62,$196.16,1066
12/13/2023,$197.96,70404180,$195.09,$198.00,$194.85,1065
12/12/2023,$194.71,52696900,$193.08,$194.72,$191.72,1064
12/11/2023,$193.18,60943700,$193.11,$193.49,$191.42,1063
12/08/2023,$195.71,53406360,$194.20,$195.99,$193.67,1062
12/07/2023,$194.27,47477660,$193.63,$195.00,$193.59,1061
12/06/2023,$192.32,41089740,$194.45,$194.76,$192.11,1060
12/05/2023,$193.42,66628400,$190.21,$194.40,$190.18,1059
12/04/2023,$189.43,43389520,$189.98,$190.05,$187.45,1058
12/01/2023,$191.24,45704820,$190.33,$191.56,$189.23,1057
11/30/2023,$189.95,48794370,$189.84,$190.32,$188.19,1056
11/29/2023,$189.37,43014220,$190.90,$192.09,$188.97,1055
11/28/2023,$190.40,38415420,$189.78,$191.08,$189.40,1054
11/27/2023,$189.79,40552610,$189.92,$190.67,$188.90,1053
11/24/2023,$189.97,24048340,$190.87,$190.90,$189.25,1052
11/22/2023,$191.31,39630010,$191.49,$192.93,$190.83,1051
11/21/2023,$190.64,38134490,$191.41,$191.52,$189.74,1050
11/20/2023,$191.45,46538610,$189.89,$191.91,$189.88,1049
11/17/2023,$189.69,50941400,$190.25,$190.38,$188.57,1048
11/16/2023,$189.71,54412920,$189.57,$190.96,$188.65,1047
11/15/2023,$188.01,53790500,$187.85,$189.50,$187.78,1046
11/14/2023,$187.44,60108380,$187.70,$188.11,$186.30,1045
11/13/2023,$184.80,43627520,$185.82,$186.03,$184.21,1044
11/10/2023,$186.40,66177920,$183.97,$186.57,$183.53,1043
11/09/2023,$182.41,53763540,$182.96,$184.12,$181.81,1042
11/08/2023,$182.89,49340280,$182.35,$183.45,$181.59,1041
11/07/2023,$181.82,70529970,$179.18,$182.44,$178.97,1040
11/06/2023,$179.23,63841310,$176.38,$179.43,$176.21,1039
11/03/2023,$176.65,79829250,$174.24,$176.82,$173.35,1038
11/02/2023,$177.57,77334750,$175.52,$177.78,$175.46,1037
11/01/2023,$173.97,56934910,$171.00,$174.23,$170.12,1036
10/31/2023,$170.77,44846020,$169.35,$170.90,$167.90,1035
10/30/2023,$170.29,51130960,$169.02,$171.17,$168.87,1034
10/27/2023,$168.22,58499130,$166.91,$168.96,$166.83,1033
10/26/2023,$166.89,70625260,$170.37,$171.38,$165.67,1032
10/25/2023,$171.10,57156960,$171.88,$173.06,$170.65,1031
10/24/2023,$173.44,43816640,$173.05,$173.67,$171.45,1030
10/23/2023,$173.00,55980110,$170.91,$174.01,$169.93,1029
10/20/2023,$172.88,64244030,$175.31,$175.42,$172.64,1028
10/19/2023,$175.46,59302860,$176.04,$177.84,$175.19,1027
10/18/2023,$175.84,54764380,$175.58,$177.58,$175.11,1026
10/17/2023,$177.15,57549350,$176.65,$178.42,$174.80,1025
10/16/2023,$178.72,52516980,$176.75,$179.08,$176.51,1024
10/13/2023,$178.85,51456080,$181.42,$181.93,$178.14,1023
10/12/2023,$180.71,56743120,$180.07,$182.34,$179.04,1022
10/11/2023,$179.80,47551100,$178.20,$179.85,$177.60,1021
10/10/2023,$178.39,43698020,$178.10,$179.72,$177.95,1020
10/09/2023,$178.99,42390770,$176.81,$179.05,$175.80,1019
10/06/2023,$177.49,57266680,$173.80,$177.99,$173.18,1018
10/05/2023,$174.91,48527920,$173.79,$175.45,$172.68,1017
10/04/2023,$173.66,53020290,$171.09,$174.21,$170.97,1016
10/03/2023,$172.40,49594610,$172.26,$173.63,$170.82,1015
10/02/2023,$173.75,52164540,$171.22,$174.30,$170.93,1014
09/29/2023,$171.21,51861080,$172.02,$173.07,$170.34,1013
09/28/2023,$170.69,56294420,$169.34,$172.03,$167.62,1012
09/27/2023,$170.43,66921810,$172.62,$173.04,$169.05,1011
09/26/2023,$171.96,64588950,$174.82,$175.20,$171.66,1010
09/25/2023,$176.08,46172740,$174.20,$176.97,$174.15,1009
09/22/2023,$174.79,56725390,$174.67,$177.08,$174.05,1008
09/21/2023,$173.93,63149120,$174.55,$176.30,$173.86,1007
09/20/2023,$175.49,58436180,$179.26,$179.70,$175.40,1006
09/19/2023,$179.07,51826940,$177.52,$179.63,$177.13,1005
09/18/2023,$177.97,67257570,$176.48,$179.38,$176.17,1004
09/15/2023,$175.01,109259500,$176.48,$176.50,$173.82,1003
09/14/2023,$175.74,60895760,$174.00,$176.10,$173.58,1002
09/13/2023,$174.21,84267930,$176.51,$177.30,$173.98,1001
09/12/2023,$176.30,90370190,$179.49,$180.13,$174.82,1000
09/11/2023,$179.36,58953050,$180.07,$180.30,$177.34,999
09/08/2023,$178.18,65602070,$178.35,$180.24,$177.79,998
09/07/2023,$177.56,112488800,$175.18,$178.21,$173.54,997
09/06/2023,$182.91,81755820,$188.40,$188.85,$181.47,996
09/05/2023,$189.70,45280030,$188.28,$189.98,$187.61,995
09/01/2023,$189.46,45766500,$189.49,$189.92,$188.28,994
08/31/2023,$187.87,60794470,$187.84,$189.12,$187.48,993
08/30/2023,$187.65,60813890,$184.94,$187.85,$184.74,992
08/29/2023,$184.12,53003950,$179.70,$184.90,$179.50,991
08/28/2023,$180.19,43820700,$180.09,$180.59,$178.55,990
08/25/2023,$178.61,51449590,$177.38,$179.15,$175.82,989
08/24/2023,$176.38,54945800,$180.67,$181.10,$176.01,988
08/23/2023,$181.12,52722750,$178.52,$181.55,$178.33,987
08/22/2023,$177.23,42084250,$177.06,$177.68,$176.25,986
08/21/2023,$175.84,46311880,$175.07,$176.13,$173.74,985
08/18/2023,$174.49,61172150,$172.30,$175.10,$171.96,984
08/17/2023,$174.00,66062880,$177.14,$177.51,$173.48,983
08/16/2023,$176.57,46964860,$177.13,$178.54,$176.50,982
08/15/2023,$177.45,43622590,$178.88,$179.48,$177.05,981
08/14/2023,$179.46,43675630,$177.97,$179.69,$177.31,980
08/11/2023,$177.79,52036670,$177.32,$178.62,$176.55,979
08/10/2023,$177.97,54686850,$179.48,$180.75,$177.60,978
08/09/2023,$178.19,60378490,$180.87,$180.93,$177.01,977
08/08/2023,$179.80,67823000,$179.69,$180.27,$177.58,976
08/07/2023,$178.85,97576070,$182.13,$183.13,$177.35,975
08/04/2023,$181.99,115956800,$185.52,$187.38,$181.92,974
08/03/2023,$191.17,62243280,$191.57,$192.37,$190.69,973
08/02/2023,$192.58,50389330,$195.04,$195.18,$191.85,972
08/01/2023,$195.61,35281430,$196.24,$196.73,$195.28,971
07/31/2023,$196.45,38824110,$196.06,$196.49,$195.26,970
07/28/2023,$195.83,48291440,$194.67,$196.63,$194.14,969
07/27/2023,$193.22,47460180,$196.02,$197.20,$192.55,968
07/26/2023,$194.50,47471870,$193.67,$195.64,$193.32,967
07/25/2023,$193.62,37283200,$193.33,$194.44,$192.92,966
07/24/2023,$192.75,45505100,$193.41,$194.91,$192.25,965
07/21/2023,$191.94,71951680,$194.10,$194.97,$191.23,964
07/20/2023,$193.13,59581200,$195.09,$196.47,$192.50,963
07/19/2023,$195.10,80507320,$193.10,$198.23,$192.65,962
07/18/2023,$193.73,48353770,$193.35,$194.33,$192.42,961
07/17/2023,$193.99,50520160,$191.90,$194.32,$191.81,960
07/14/2023,$190.69,41616240,$190.23,$191.18,$189.63,959
07/13/2023,$190.54,41342340,$190.50,$191.19,$189.78,958
07/12/2023,$189.77,60750250,$189.68,$191.70,$188.47,957
07/11/2023,$188.08,46638120,$189.16,$189.30,$186.60,956
07/10/2023,$188.61,59922160,$189.26,$189.99,$187.04,955
07/07/2023,$190.68,46815000,$191.41,$192.67,$190.24,954
07/06/2023,$191.81,45156010,$189.84,$192.02,$189.20,953
07/05/2023,$191.33,46920260,$191.57,$192.98,$190.62,952
07/03/2023,$192.46,31346600,$193.78,$193.88,$191.76,951
